Pattern,#SUP:,#CONF:
"go,you,could ==> me",2.0,1.0
"go,you,with,could ==> me",2.0,1.0
"go,with,could ==> me",2.0,1.0
"no,you,with ==> me",2.0,0.5
"you,wanted ==> me",2.0,0.6666666666666666
"you,trust ==> me",2.0,0.6666666666666666
"you,now ==> me",2.0,0.5
"you,punishing ==> me",2.0,1.0
"you,dont,want ==> me",2.0,0.6666666666666666
"you,out,could ==> me",2.0,1.0
"you,with,in ==> me",2.0,1.0
"you,with,could ==> me",2.0,0.6666666666666666
"know,tell ==> me",2.0,0.6666666666666666
"just,let ==> me",2.0,1.0
"and,tell ==> me",2.0,0.6666666666666666
"my,really ==> me",2.0,1.0
"my,head ==> me",2.0,0.6666666666666666
"my,let ==> me",2.0,1.0
"my,decisions ==> me",2.0,1.0
"if,follow ==> me",2.0,1.0
"then,out ==> me",2.0,0.6666666666666666
"then,with ==> me",3.0,1.0
"then,find ==> me",2.0,1.0
"then,out,find ==> me",2.0,1.0
"out,find ==> me",2.0,1.0
"out,could ==> me",2.0,1.0
"with,in ==> me",3.0,0.75
"with,could ==> me",2.0,0.5
"for,it ==> me",2.0,0.5
"have,who ==> me",2.0,0.6666666666666666
"let,could ==> me",2.0,1.0
"to,as ==> an",2.0,0.5
"to,i,as ==> an",2.0,0.5
"do,swear ==> on",2.0,1.0
"do,you,swear ==> on",2.0,1.0
"you,swear ==> on",2.0,0.6666666666666666
"for,party ==> but",2.0,1.0
"they,what ==> say",2.0,0.6666666666666666
"to,anything ==> say",2.0,0.6666666666666666
"to,have,anything ==> say",2.0,1.0
"have,anything ==> say",2.0,1.0
"do,go,you ==> out",2.0,0.5
"to,well ==> out",2.0,0.6666666666666666
"to,take ==> out",4.0,0.5714285714285714
"to,paid ==> out",2.0,1.0
"to,i,the,if ==> out",2.0,0.6666666666666666
"to,go,is ==> out",2.0,0.6666666666666666
"to,need,you ==> out",2.0,0.5
"to,need,a ==> out",3.0,0.75
"to,need,you,a ==> out",2.0,1.0
"to,the,if ==> out",2.0,0.5
"to,me,take ==> out",3.0,0.6
"to,me,paid ==> out",2.0,1.0
"to,me,take,paid ==> out",2.0,1.0
"to,take,paid ==> out",2.0,1.0
"i,actually ==> out",2.0,0.6666666666666666
"i,go,my ==> out",2.0,1.0
"i,go,if ==> out",2.0,0.6666666666666666
"i,go,actually ==> out",2.0,1.0
"i,the,if ==> out",2.0,0.6666666666666666
"so,go ==> out",2.0,0.6666666666666666
"she,go ==> out",3.0,1.0
"she,but ==> out",2.0,0.5
"she,cant ==> out",2.0,0.6666666666666666
"she,go,but ==> out",2.0,1.0
"she,go,cant ==> out",2.0,1.0
"she,go,but,cant ==> out",2.0,1.0
"she,but,cant ==> out",2.0,1.0
"go,no ==> out",2.0,0.5
"go,know ==> out",2.0,0.5
"go,my ==> out",2.0,1.0
"go,what ==> out",2.0,0.6666666666666666
"go,but ==> out",3.0,0.6
"go,is ==> out",3.0,0.6
"go,cant ==> out",2.0,0.5
"go,actually ==> out",2.0,1.0
"go,no,you ==> out",2.0,0.5
"go,you,is ==> out",2.0,0.6666666666666666
"go,but,cant ==> out",2.0,0.6666666666666666
"need,a ==> out",3.0,0.75
"need,you,a ==> out",2.0,1.0
"you,one,because ==> out",2.0,1.0
"dont,get ==> out",2.0,0.5
"one,because ==> out",2.0,0.6666666666666666
"me,take ==> out",3.0,0.6
"me,paid ==> out",2.0,1.0
"me,take,paid ==> out",2.0,1.0
"but,cant ==> out",2.0,0.5
"well,it ==> out",2.0,0.6666666666666666
"a,take ==> out",2.0,0.6666666666666666
"a,girl,take ==> out",2.0,0.6666666666666666
"girl,take ==> out",2.0,0.5
"take,paid ==> out",2.0,1.0
"do,out ==> with",2.0,0.6666666666666666
"do,go,you ==> with",2.0,0.5
"do,go,out ==> with",2.0,1.0
"do,go,you,out ==> with",2.0,1.0
"do,you,out ==> with",2.0,0.6666666666666666
"to,love ==> with",2.0,1.0
"to,i,all ==> with",2.0,0.6666666666666666
"to,i,are ==> with",2.0,0.5
"to,i,up ==> with",2.0,0.6666666666666666
"to,i,id ==> with",2.0,1.0
"to,i,love ==> with",2.0,1.0
"to,i,go,out ==> with",3.0,0.75
"to,i,go,want ==> with",3.0,0.6
"to,i,go,out,want ==> with",2.0,1.0
"to,i,the,want ==> with",2.0,0.6666666666666666
"to,i,all,up ==> with",2.0,1.0
"to,i,out,want ==> with",2.0,1.0
"to,so,a ==> with",2.0,0.5
"to,go,out ==> with",5.0,0.8333333333333334
"to,go,is ==> with",2.0,0.6666666666666666
"to,go,want ==> with",3.0,0.5
"to,go,you,out ==> with",3.0,0.75
"to,go,out,is ==> with",2.0,1.0
"to,go,out,want ==> with",2.0,1.0
"to,the,want ==> with",2.0,0.5
"to,all,up ==> with",2.0,0.6666666666666666
"to,out,is ==> with",2.0,0.6666666666666666
"to,out,want ==> with",2.0,1.0
"i,thats ==> with",2.0,0.5
"i,shed ==> with",2.0,1.0
"i,start ==> with",2.0,0.6666666666666666
"i,id ==> with",2.0,0.5
"i,actually ==> with",2.0,0.6666666666666666
"i,love ==> with",2.0,0.6666666666666666
"i,colon ==> with",2.0,1.0
"i,so,be ==> with",2.0,1.0
"i,go,my ==> with",2.0,1.0
"i,go,if ==> with",2.0,0.6666666666666666
"i,go,out ==> with",5.0,0.8333333333333334
"i,go,want ==> with",3.0,0.6
"i,go,actually ==> with",2.0,1.0
"i,go,you,out ==> with",2.0,0.5
"i,go,my,out ==> with",2.0,1.0
"i,go,if,out ==> with",2.0,1.0
"i,go,out,want ==> with",2.0,1.0
"i,go,out,actually ==> with",2.0,1.0
"i,you,colon ==> with",2.0,1.0
"i,you,that,are ==> with",3.0,1.0
"i,you,that,colon ==> with",2.0,1.0
"i,you,that,are,colon ==> with",2.0,1.0
"i,you,are,colon ==> with",2.0,1.0
"i,know,in ==> with",2.0,1.0
"i,know,and,in ==> with",2.0,1.0
"i,and,in ==> with",2.0,0.5
"i,my,out ==> with",2.0,0.5
"i,the,want ==> with",2.0,0.6666666666666666
"i,if,out ==> with",2.0,0.6666666666666666
"i,if,thought ==> with",2.0,1.0
"i,all,up ==> with",2.0,1.0
"i,out,want ==> with",2.0,1.0
"i,out,actually ==> with",2.0,1.0
"i,that,are ==> with",3.0,1.0
"i,that,colon ==> with",2.0,1.0
"i,that,are,colon ==> with",2.0,1.0
"i,are,colon ==> with",2.0,1.0
"so,go ==> with",2.0,0.6666666666666666
"so,but ==> with",2.0,0.6666666666666666
"so,out ==> with",2.0,1.0
"so,go,out ==> with",2.0,1.0
"she,go ==> with",3.0,1.0
"she,and ==> with",2.0,1.0
"she,but ==> with",2.0,0.5
"she,out ==> with",3.0,1.0
"she,her ==> with",2.0,0.6666666666666666
"she,cant ==> with",2.0,0.6666666666666666
"she,go,but ==> with",2.0,1.0
"she,go,out ==> with",3.0,1.0
"she,go,cant ==> with",2.0,1.0
"she,go,but,out ==> with",2.0,1.0
"she,go,but,cant ==> with",2.0,1.0
"she,go,but,out,cant ==> with",2.0,1.0
"she,go,out,cant ==> with",2.0,1.0
"she,and,her ==> with",2.0,1.0
"she,but,out ==> with",2.0,1.0
"she,but,cant ==> with",2.0,1.0
"she,but,out,cant ==> with",2.0,1.0
"she,out,cant ==> with",2.0,1.0
"go,no ==> with",3.0,0.75
"go,know ==> with",2.0,0.5
"go,my ==> with",2.0,1.0
"go,what ==> with",2.0,0.6666666666666666
"go,but ==> with",3.0,0.6
"go,all ==> with",2.0,0.5
"go,well ==> with",2.0,1.0
"go,out ==> with",12.0,0.8571428571428571
"go,is ==> with",3.0,0.6
"go,cant ==> with",2.0,0.5
"go,want ==> with",3.0,0.5
"go,could ==> with",2.0,1.0
"go,actually ==> with",2.0,1.0
"go,no,you ==> with",2.0,0.5
"go,no,out ==> with",2.0,1.0
"go,no,you,out ==> with",2.0,1.0
"go,you,out ==> with",7.0,0.6363636363636364
"go,you,is ==> with",2.0,0.6666666666666666
"go,you,could ==> with",2.0,1.0
"go,you,if,out ==> with",2.0,0.5
"go,you,out,is ==> with",2.0,1.0
"go,know,out ==> with",2.0,0.6666666666666666
"go,my,out ==> with",2.0,1.0
"go,what,out ==> with",2.0,1.0
"go,if,out ==> with",3.0,0.75
"go,but,out ==> with",3.0,1.0
"go,but,cant ==> with",2.0,0.6666666666666666
"go,but,out,cant ==> with",2.0,1.0
"go,out,is ==> with",3.0,1.0
"go,out,cant ==> with",2.0,1.0
"go,out,want ==> with",2.0,1.0
"go,out,actually ==> with",2.0,1.0
"no,out ==> with",2.0,1.0
"no,you,out ==> with",2.0,1.0
"you,this,but ==> with",2.0,1.0
"you,out,is ==> with",2.0,1.0
"you,that,are ==> with",3.0,0.5
"you,that,colon ==> with",2.0,1.0
"you,that,are,colon ==> with",2.0,1.0
"you,are,colon ==> with",2.0,0.6666666666666666
"know,out ==> with",2.0,0.6666666666666666
"know,in ==> with",2.0,1.0
"know,and,in ==> with",2.0,1.0
"this,but ==> with",2.0,0.6666666666666666
"my,out ==> with",2.0,0.5
"the,want ==> with",2.0,0.5
"the,spend ==> with",2.0,1.0
"what,out ==> with",2.0,0.5
"god,be ==> with",2.0,1.0
"if,out ==> with",3.0,0.6
"if,thought ==> with",2.0,1.0
"but,out ==> with",3.0,0.75
"but,cant ==> with",2.0,0.5
"but,out,cant ==> with",2.0,1.0
"all,up ==> with",2.0,0.5
"out,is ==> with",3.0,0.75
"out,cant ==> with",2.0,0.6666666666666666
"out,want ==> with",2.0,1.0
"out,actually ==> with",2.0,1.0
"that,are ==> with",3.0,0.5
"that,colon ==> with",2.0,1.0
"that,are,colon ==> with",2.0,1.0
"are,colon ==> with",2.0,0.5
"our,colon ==> with",2.0,1.0
"colon,senor ==> with",2.0,0.6666666666666666
"you,never,out ==> did",2.0,1.0
"never,out ==> did",2.0,0.6666666666666666
"to,she,when ==> was",2.0,1.0
"i,heard ==> was",2.0,0.5
"i,anything ==> was",2.0,0.6666666666666666
"i,just,anything ==> was",2.0,1.0
"she,when ==> was",2.0,1.0
"just,anything ==> was",2.0,1.0
"to,seem ==> for",2.0,1.0
"i,away ==> for",2.0,1.0
"i,me,cant ==> for",2.0,1.0
"i,me,away ==> for",2.0,1.0
"i,me,cant,away ==> for",2.0,1.0
"i,cant,away ==> for",2.0,1.0
"you,believe ==> for",2.0,0.6666666666666666
"just,in ==> for",2.0,0.5
"and,would ==> for",2.0,0.5
"and,of,who ==> for",2.0,0.6666666666666666
"the,best ==> for",2.0,1.0
"me,cant ==> for",2.0,1.0
"me,away ==> for",2.0,1.0
"me,cant,away ==> for",2.0,1.0
"have,he ==> for",2.0,0.6666666666666666
"have,would ==> for",2.0,0.5
"have,he,would ==> for",2.0,1.0
"cant,away ==> for",2.0,1.0
"he,would ==> for",2.0,1.0
"has,man ==> for",2.0,1.0
"you,looking ==> at",2.0,1.0
"but,it ==> at",2.0,0.6666666666666666
"to,ask ==> party",2.0,0.6666666666666666
"just,its ==> party",2.0,0.5
"just,a,its ==> party",2.0,1.0
"bogey,lowensteins ==> party",2.0,1.0
"to,so,a ==> be",2.0,0.5
"i,even ==> be",2.0,1.0
"i,you,but ==> be",2.0,0.5
"i,you,wont ==> be",2.0,0.6666666666666666
"i,you,the,but ==> be",2.0,1.0
"i,you,think,can ==> be",2.0,1.0
"i,the,but ==> be",2.0,0.5
"i,think,can ==> be",2.0,1.0
"so,but ==> be",2.0,0.6666666666666666
"how,can ==> be",2.0,1.0
"how,you,can ==> be",2.0,1.0
"you,realize ==> be",2.0,1.0
"you,of,can ==> be",2.0,0.5
"you,of,the,can ==> be",2.0,0.6666666666666666
"you,the,but ==> be",2.0,0.5
"you,think,can ==> be",2.0,1.0
"dont,your ==> be",2.0,0.5
"of,can ==> be",2.0,0.5
"of,the,can ==> be",2.0,0.6666666666666666
"if,it ==> be",2.0,0.6666666666666666
"if,bianca ==> be",2.0,1.0
"is,should ==> be",2.0,1.0
"it,would ==> be",2.0,0.5
"think,can ==> be",2.0,1.0
"can,asia ==> be",2.0,1.0
"do,god ==> have",2.0,1.0
"to,would ==> have",3.0,0.6
"he,would ==> have",2.0,1.0
"the,your,in ==> eyes",2.0,0.6666666666666666
"the,were ==> we",2.0,0.5
"him,tell ==> we",2.0,0.5
"you,find ==> who",2.0,0.6666666666666666
"and,those ==> who",2.0,1.0
"and,of,those ==> who",2.0,1.0
"and,of,the,those ==> who",2.0,1.0
"and,the,those ==> who",2.0,1.0
"of,those ==> who",2.0,1.0
"of,the,those ==> who",2.0,1.0
"the,those ==> who",2.0,1.0
"no,one ==> knows",2.0,0.6666666666666666
"no,else ==> knows",2.0,1.0
"no,one,else ==> knows",2.0,1.0
"one,else ==> knows",2.0,1.0
"has,anyone ==> ever",2.0,1.0
"to,guy ==> her",2.0,0.5
"to,away ==> her",2.0,0.6666666666666666
"to,go,you,out ==> her",2.0,0.5
"to,go,you,out,with ==> her",2.0,0.5
"to,you,out,with ==> her",2.0,0.5
"to,and,away ==> her",2.0,1.0
"to,what,a ==> her",2.0,0.5
"to,what,guy ==> her",2.0,1.0
"to,what,a,guy ==> her",2.0,1.0
"to,a,guy ==> her",2.0,0.5
"go,you,is ==> her",2.0,0.6666666666666666
"go,you,out,is ==> her",2.0,1.0
"go,you,out,with,is ==> her",2.0,1.0
"go,you,with,is ==> her",2.0,1.0
"go,but,out ==> her",2.0,0.6666666666666666
"go,but,with ==> her",2.0,0.6666666666666666
"go,but,out,with ==> her",2.0,0.6666666666666666
"go,out,is ==> her",2.0,0.6666666666666666
"go,out,with,is ==> her",2.0,0.6666666666666666
"go,with,is ==> her",2.0,0.6666666666666666
"no,and ==> her",2.0,1.0
"no,cant ==> her",2.0,1.0
"no,you,and ==> her",2.0,1.0
"no,you,cant ==> her",2.0,1.0
"no,you,and,cant ==> her",2.0,1.0
"no,and,cant ==> her",2.0,1.0
"you,and,with ==> her",2.0,0.6666666666666666
"you,and,cant ==> her",2.0,0.6666666666666666
"you,what,with ==> her",2.0,0.5
"you,out,is ==> her",2.0,1.0
"you,out,with,is ==> her",2.0,1.0
"you,with,is ==> her",2.0,0.5
"and,cant ==> her",2.0,0.5
"and,away ==> her",2.0,1.0
"what,guy ==> her",2.0,1.0
"what,a,guy ==> her",2.0,1.0
"but,out ==> her",2.0,0.5
"but,out,with ==> her",2.0,0.6666666666666666
"out,is ==> her",2.0,0.5
"out,with,is ==> her",2.0,0.6666666666666666
"to,according ==> is",2.0,0.6666666666666666
"to,of,according ==> is",2.0,1.0
"to,of,the,according ==> is",2.0,1.0
"to,the,according ==> is",2.0,1.0
"i,well ==> is",3.0,0.5
"i,theres ==> is",2.0,0.6666666666666666
"i,someone ==> is",2.0,0.5
"i,world ==> is",2.0,0.6666666666666666
"i,accept ==> is",2.0,1.0
"i,so,of ==> is",2.0,0.6666666666666666
"i,so,the ==> is",2.0,0.5
"i,so,can ==> is",2.0,1.0
"i,so,you,of ==> is",2.0,1.0
"i,so,you,the ==> is",2.0,0.5
"i,so,you,can ==> is",2.0,1.0
"i,so,you,of,the ==> is",2.0,1.0
"i,so,you,of,can ==> is",2.0,1.0
"i,so,you,of,the,can ==> is",2.0,1.0
"i,so,you,the,can ==> is",2.0,1.0
"i,so,of,the ==> is",2.0,1.0
"i,so,of,can ==> is",2.0,1.0
"i,so,of,the,can ==> is",2.0,1.0
"i,so,the,can ==> is",2.0,1.0
"i,you,of,can ==> is",2.0,1.0
"i,you,of,the,can ==> is",2.0,1.0
"i,you,the,can ==> is",2.0,0.5
"i,know,what ==> is",2.0,0.5
"i,know,well ==> is",2.0,1.0
"i,of,can ==> is",2.0,1.0
"i,of,the,can ==> is",2.0,1.0
"i,the,as ==> is",3.0,0.6
"i,the,world ==> is",2.0,0.6666666666666666
"i,the,accept ==> is",2.0,1.0
"i,the,it,as ==> is",2.0,0.5
"i,the,it,world ==> is",2.0,1.0
"i,the,it,accept ==> is",2.0,1.0
"i,the,it,as,world ==> is",2.0,1.0
"i,the,it,as,accept ==> is",2.0,1.0
"i,the,it,as,world,accept ==> is",2.0,1.0
"i,the,it,world,accept ==> is",2.0,1.0
"i,the,as,world ==> is",2.0,1.0
"i,the,as,accept ==> is",2.0,1.0
"i,the,as,world,accept ==> is",2.0,1.0
"i,the,world,accept ==> is",2.0,1.0
"i,well,theres ==> is",2.0,1.0
"i,it,world ==> is",2.0,1.0
"i,it,accept ==> is",2.0,1.0
"i,it,as,world ==> is",2.0,1.0
"i,it,as,accept ==> is",2.0,1.0
"i,it,as,world,accept ==> is",2.0,1.0
"i,it,world,accept ==> is",2.0,1.0
"i,as,world ==> is",2.0,1.0
"i,as,accept ==> is",2.0,1.0
"i,as,world,accept ==> is",2.0,1.0
"i,world,accept ==> is",2.0,1.0
"so,you,of ==> is",2.0,0.6666666666666666
"so,you,can ==> is",2.0,0.5
"so,you,of,the ==> is",2.0,0.6666666666666666
"so,you,of,can ==> is",2.0,0.6666666666666666
"so,you,of,the,can ==> is",2.0,0.6666666666666666
"so,you,the,can ==> is",2.0,0.6666666666666666
"so,of,the ==> is",2.0,0.5
"so,of,can ==> is",2.0,0.6666666666666666
"so,of,the,can ==> is",2.0,0.6666666666666666
"you,sister ==> is",2.0,1.0
"you,of,can ==> is",2.0,0.5
"you,of,the,that ==> is",2.0,0.5
"you,of,the,can ==> is",2.0,0.6666666666666666
"you,but,with ==> is",2.0,0.5
"know,well ==> is",2.0,1.0
"dont,it ==> is",2.0,0.5
"of,can ==> is",2.0,0.5
"of,according ==> is",2.0,1.0
"of,the,that ==> is",2.0,0.5
"of,the,can ==> is",2.0,0.6666666666666666
"of,the,according ==> is",2.0,1.0
"the,seems ==> is",2.0,1.0
"the,according ==> is",2.0,1.0
"the,ocean ==> is",2.0,0.6666666666666666
"the,accept ==> is",2.0,1.0
"the,it,as ==> is",2.0,0.5
"the,it,world ==> is",2.0,0.5
"the,it,accept ==> is",2.0,1.0
"the,it,as,world ==> is",2.0,1.0
"the,it,as,accept ==> is",2.0,1.0
"the,it,as,world,accept ==> is",2.0,1.0
"the,it,world,accept ==> is",2.0,1.0
"the,as,world ==> is",2.0,1.0
"the,as,accept ==> is",2.0,1.0
"the,as,world,accept ==> is",2.0,1.0
"the,world,accept ==> is",2.0,1.0
"me,it,man ==> is",2.0,1.0
"but,sister ==> is",2.0,1.0
"well,theres ==> is",2.0,1.0
"who,it ==> is",2.0,1.0
"it,gigglepuss ==> is",2.0,1.0
"it,man ==> is",2.0,1.0
"it,world ==> is",2.0,0.5
"it,accept ==> is",2.0,1.0
"it,as,world ==> is",2.0,1.0
"it,as,accept ==> is",2.0,1.0
"it,as,world,accept ==> is",2.0,1.0
"it,world,accept ==> is",2.0,1.0
"as,world ==> is",2.0,1.0
"as,accept ==> is",2.0,1.0
"as,world,accept ==> is",2.0,1.0
"world,accept ==> is",2.0,1.0
"do,and ==> that",2.0,0.5
"do,your ==> that",2.0,0.6666666666666666
"do,why ==> that",3.0,0.5
"do,would ==> that",2.0,0.6666666666666666
"do,i,and ==> that",2.0,1.0
"do,i,why ==> that",2.0,0.6666666666666666
"do,i,would ==> that",2.0,1.0
"do,i,and,why ==> that",2.0,1.0
"do,i,and,would ==> that",2.0,1.0
"do,i,and,why,would ==> that",2.0,1.0
"do,i,why,would ==> that",2.0,1.0
"do,you,your ==> that",2.0,0.6666666666666666
"do,and,why ==> that",2.0,1.0
"do,and,would ==> that",2.0,1.0
"do,and,why,would ==> that",2.0,1.0
"do,why,would ==> that",2.0,1.0
"to,know,like ==> that",2.0,0.6666666666666666
"i,why ==> that",3.0,0.6
"i,colon ==> that",2.0,1.0
"i,you,is ==> that",3.0,0.6
"i,you,why ==> that",2.0,0.5
"i,you,know,what ==> that",2.0,1.0
"i,you,know,is ==> that",2.0,1.0
"i,you,and,why ==> that",2.0,1.0
"i,you,and,the,why ==> that",2.0,1.0
"i,you,dont,think ==> that",2.0,0.5
"i,you,the,is ==> that",2.0,0.5
"i,you,the,as ==> that",2.0,0.6666666666666666
"i,you,the,why ==> that",2.0,1.0
"i,you,the,is,as ==> that",2.0,1.0
"i,you,is,as ==> that",2.0,1.0
"i,know,what ==> that",2.0,0.5
"i,know,say ==> that",2.0,1.0
"i,know,is ==> that",2.0,0.5
"i,and,why ==> that",3.0,1.0
"i,and,would ==> that",2.0,0.6666666666666666
"i,and,the,why ==> that",2.0,1.0
"i,and,why,would ==> that",2.0,1.0
"i,the,why ==> that",2.0,1.0
"i,the,is,as ==> that",2.0,0.5
"i,is,as ==> that",2.0,0.5
"i,why,would ==> that",2.0,1.0
"so,and ==> that",2.0,0.5
"so,he ==> that",2.0,0.6666666666666666
"youre,know ==> that",2.0,0.5
"youre,is ==> that",2.0,0.5
"youre,know,is ==> that",2.0,1.0
"im,look ==> that",2.0,1.0
"you,ever ==> that",2.0,0.6666666666666666
"you,as ==> that",3.0,0.5
"you,told ==> that",3.0,0.5
"you,has ==> that",2.0,0.5
"you,anyone ==> that",2.0,1.0
"you,know,what ==> that",2.0,0.6666666666666666
"you,know,is ==> that",2.0,1.0
"you,and,my ==> that",2.0,1.0
"you,and,me ==> that",3.0,0.5
"you,and,in ==> that",2.0,0.6666666666666666
"you,and,why ==> that",2.0,1.0
"you,and,my,the ==> that",2.0,1.0
"you,and,my,me ==> that",2.0,1.0
"you,and,my,in ==> that",2.0,1.0
"you,and,my,the,me ==> that",2.0,1.0
"you,and,my,the,in ==> that",2.0,1.0
"you,and,my,the,me,in ==> that",2.0,1.0
"you,and,my,me,in ==> that",2.0,1.0
"you,and,the,me ==> that",2.0,0.6666666666666666
"you,and,the,in ==> that",2.0,0.6666666666666666
"you,and,the,why ==> that",2.0,1.0
"you,and,the,me,in ==> that",2.0,1.0
"you,and,me,in ==> that",2.0,1.0
"you,my,the,me ==> that",2.0,1.0
"you,my,the,in ==> that",2.0,0.6666666666666666
"you,my,the,me,in ==> that",2.0,1.0
"you,my,me,in ==> that",2.0,1.0
"you,the,as ==> that",3.0,0.75
"you,the,why ==> that",2.0,0.6666666666666666
"you,the,me,in ==> that",2.0,0.6666666666666666
"you,the,is,as ==> that",2.0,1.0
"you,me,in ==> that",2.0,0.5
"you,ever,told ==> that",2.0,1.0
"you,ever,has ==> that",2.0,0.6666666666666666
"you,ever,anyone ==> that",2.0,1.0
"you,ever,told,has ==> that",2.0,1.0
"you,ever,told,anyone ==> that",2.0,1.0
"you,ever,told,has,anyone ==> that",2.0,1.0
"you,ever,has,anyone ==> that",2.0,1.0
"you,is,as ==> that",2.0,1.0
"you,told,has ==> that",2.0,1.0
"you,told,anyone ==> that",2.0,1.0
"you,told,has,anyone ==> that",2.0,1.0
"you,has,anyone ==> that",2.0,1.0
"know,what ==> that",3.0,0.5
"know,say ==> that",2.0,1.0
"know,is ==> that",3.0,0.6
"and,why ==> that",3.0,1.0
"and,would ==> that",2.0,0.5
"and,my,the ==> that",2.0,0.6666666666666666
"and,my,me ==> that",2.0,1.0
"and,my,in ==> that",2.0,1.0
"and,my,the,me ==> that",2.0,1.0
"and,my,the,in ==> that",2.0,1.0
"and,my,the,me,in ==> that",2.0,1.0
"and,my,me,in ==> that",2.0,1.0
"and,the,in ==> that",2.0,0.5
"and,the,why ==> that",2.0,1.0
"and,the,me,in ==> that",2.0,1.0
"and,me,in ==> that",2.0,0.6666666666666666
"and,why,would ==> that",2.0,1.0
"dont,say ==> that",2.0,1.0
"like,guys ==> that",2.0,1.0
"my,the,me ==> that",2.0,1.0
"my,the,in ==> that",2.0,0.6666666666666666
"my,the,me,in ==> that",2.0,1.0
"my,me,in ==> that",2.0,0.6666666666666666
"of,look ==> that",2.0,1.0
"the,why ==> that",2.0,0.5
"the,me,in ==> that",2.0,0.6666666666666666
"the,me,thing ==> that",2.0,1.0
"the,is,as ==> that",2.0,0.5
"one,for ==> that",2.0,0.5
"me,thing ==> that",2.0,1.0
"always,he ==> that",2.0,1.0
"all,say ==> that",2.0,0.5
"all,a ==> that",2.0,0.6666666666666666
"ever,told ==> that",2.0,1.0
"ever,has ==> that",2.0,0.6666666666666666
"ever,anyone ==> that",2.0,1.0
"ever,told,has ==> that",2.0,1.0
"ever,told,anyone ==> that",2.0,1.0
"ever,told,has,anyone ==> that",2.0,1.0
"ever,has,anyone ==> that",2.0,1.0
"is,as ==> that",2.0,0.5
"why,would ==> that",2.0,1.0
"told,has ==> that",2.0,1.0
"told,anyone ==> that",2.0,1.0
"told,has,anyone ==> that",2.0,1.0
"has,anyone ==> that",2.0,1.0
"never,night ==> before",2.0,1.0
"do,to,what ==> a",2.0,0.5
"not,and ==> a",2.0,0.5
"not,but ==> a",2.0,0.5
"not,its ==> a",2.0,0.6666666666666666
"to,high ==> a",2.0,0.5
"to,give ==> a",2.0,0.5
"to,ill ==> a",2.0,0.6666666666666666
"to,time ==> a",2.0,0.5
"to,live ==> a",2.0,1.0
"to,i,go,out ==> a",2.0,0.5
"to,so,is ==> a",2.0,0.6666666666666666
"to,go,know ==> a",2.0,0.6666666666666666
"to,go,would ==> a",2.0,1.0
"to,youre,that ==> a",2.0,0.6666666666666666
"to,need,you ==> a",2.0,0.5
"to,my,with ==> a",2.0,0.6666666666666666
"to,my,up ==> a",2.0,0.6666666666666666
"to,my,with,up ==> a",2.0,1.0
"to,with,up ==> a",2.0,0.6666666666666666
"i,well ==> a",3.0,0.5
"i,heard ==> a",3.0,0.75
"i,theres ==> a",2.0,0.6666666666666666
"i,someone ==> a",2.0,0.5
"i,might ==> a",2.0,0.6666666666666666
"i,such ==> a",2.0,1.0
"i,over ==> a",2.0,0.6666666666666666
"i,you,know,is ==> a",2.0,1.0
"i,you,know,is,that ==> a",2.0,1.0
"i,know,what ==> a",2.0,0.5
"i,know,well ==> a",2.0,1.0
"i,know,with ==> a",2.0,0.5
"i,know,is ==> a",3.0,0.75
"i,know,is,that ==> a",2.0,1.0
"i,and,never ==> a",2.0,1.0
"i,of,such ==> a",2.0,1.0
"i,of,would ==> a",2.0,0.6666666666666666
"i,of,the,such ==> a",2.0,1.0
"i,the,well ==> a",2.0,1.0
"i,the,theres ==> a",2.0,1.0
"i,the,such ==> a",2.0,1.0
"i,the,well,is ==> a",2.0,1.0
"i,the,well,theres ==> a",2.0,1.0
"i,the,well,is,theres ==> a",2.0,1.0
"i,the,is,theres ==> a",2.0,1.0
"i,had,them ==> a",2.0,1.0
"i,well,is ==> a",2.0,0.6666666666666666
"i,well,theres ==> a",2.0,1.0
"i,well,is,theres ==> a",2.0,1.0
"i,never,with ==> a",2.0,0.6666666666666666
"i,is,it ==> a",2.0,0.5
"i,is,theres ==> a",2.0,1.0
"i,that,see ==> a",2.0,1.0
"so,you,is ==> a",2.0,0.6666666666666666
"she,of ==> a",2.0,0.5
"she,of,the ==> a",2.0,0.6666666666666666
"go,know ==> a",2.0,0.5
"go,all ==> a",2.0,0.5
"go,would ==> a",2.0,1.0
"go,all,with ==> a",2.0,1.0
"youre,that ==> a",3.0,0.5
"youre,think ==> a",2.0,1.0
"youre,you,the ==> a",2.0,0.5
"youre,and,that ==> a",2.0,1.0
"im,at ==> a",3.0,1.0
"im,cameron ==> a",2.0,1.0
"you,such ==> a",2.0,1.0
"you,didnt ==> a",3.0,0.5
"you,mean ==> a",2.0,1.0
"you,know,is ==> a",2.0,1.0
"you,know,is,that ==> a",2.0,1.0
"you,and,of ==> a",3.0,0.6
"you,and,such ==> a",2.0,1.0
"you,and,of,that ==> a",2.0,1.0
"you,and,of,such ==> a",2.0,1.0
"you,of,such ==> a",2.0,1.0
"you,what,is ==> a",2.0,0.6666666666666666
"you,have,didnt ==> a",2.0,1.0
"know,well ==> a",2.0,1.0
"know,is ==> a",3.0,0.6
"know,is,that ==> a",2.0,0.6666666666666666
"just,its ==> a",2.0,0.5
"just,up ==> a",2.0,0.5
"this,would ==> a",2.0,1.0
